56,001,056,001,"11,992"
56,001,056,007,82
56,001,056,021,376
56,001,056,031,88
56,001,056,037,39
56,003,056,003,"3,128"
56,003,056,021,10
56,003,056,025,34
56,003,056,029,330
56,003,056,035,11
56,003,056,043,127
56,005,056,005,"20,727"
56,005,056,009,15
56,005,056,029,58
56,007,056,001,15
56,007,056,005,22
56,007,056,007,"5,021"
56,007,056,021,65
56,007,056,025,28
56,007,056,037,435
56,009,056,005,124
56,009,056,009,"3,951"
56,009,056,025,685
56,011,056,005,694
56,011,056,011,"1,596"
56,011,056,025,7
56,011,056,045,28
56,013,056,009,3
56,013,056,013,"12,866"
56,013,056,017,41
56,013,056,021,33
56,013,056,025,100
56,013,056,035,51
56,013,056,037,63
56,013,056,039,32
56,015,056,015,"3,899"
56,015,056,021,102
56,015,056,031,134
56,017,056,013,23
56,017,056,017,"1,506"
56,017,056,043,115
56,019,056,005,270
56,019,056,019,"2,258"
56,019,056,025,175
56,019,056,033,365
56,021,056,001,87
56,021,056,021,"37,546"
56,021,056,023,10
56,021,056,025,160
56,021,056,027,28
56,021,056,031,22
56,021,056,037,112
56,023,056,021,11
56,023,056,023,"4,835"
56,023,056,035,196
56,023,056,037,69
56,023,056,039,904
56,023,056,041,30
56,025,056,001,34
56,025,056,005,94
56,025,056,007,26
56,025,056,009,561
56,025,056,013,34
56,025,056,017,10
56,025,056,019,29
56,025,056,021,29
56,025,056,025,"31,161"
56,025,056,033,23
56,025,056,035,92
56,025,056,037,45
56,025,056,045,2
56,027,056,009,31
56,027,056,025,36
56,027,056,027,534
56,027,056,045,10
56,029,056,003,348
56,029,056,013,15
56,029,056,025,120
56,029,056,029,"10,164"
56,031,056,005,6
56,031,056,009,75
56,031,056,015,82
56,031,056,021,57
56,031,056,025,79
56,031,056,031,"2,775"
56,033,056,005,172
56,033,056,019,283
56,033,056,025,13
56,033,056,033,"10,221"
56,033,056,043,16
56,035,056,023,61
56,035,056,035,"3,499"
56,035,056,037,42
56,035,056,039,83
56,037,056,007,25
56,037,056,013,66
56,037,056,023,74
56,037,056,025,36
56,037,056,035,174
56,037,056,037,"16,319"
56,037,056,041,45
56,039,056,023,64
56,039,056,035,104
56,039,056,039,"8,038"
56,041,056,013,13
56,041,056,023,100
56,041,056,035,13
56,041,056,037,301
56,041,056,041,"6,822"
56,043,056,003,78
56,043,056,017,29
56,043,056,043,"2,554"
56,045,056,005,296
56,045,056,011,39
56,045,056,045,"1,848"
56,023,049,035,16
56,041,049,035,53
56,041,049,043,39
56,011,046,019,26
56,011,046,081,118
56,013,038,025,27
56,013,038,061,13
56,013,038,089,26
56,013,038,105,84
56,019,038,053,24
56,025,038,053,7
56,029,038,105,16
56,041,038,105,40
56,015,031,013,13
56,015,031,157,388
56,021,031,033,18
56,021,031,105,75
56,021,031,157,28
56,029,030,009,27
56,033,030,003,220
56,033,030,087,71
56,023,016,005,58
56,023,016,029,73
56,039,016,081,62
56,001,008,001,45
56,001,008,069,59
56,007,008,081,23
56,021,008,031,117
56,021,008,069,176
56,021,008,123,200
56,025,008,001,125
56,001,006,097,28
56,041,006,059,40
56,041,002,185,15
55,001,055,001,"2,455"
55,001,055,021,511
55,001,055,025,227
55,001,055,027,10
55,001,055,039,4
55,001,055,055,17
55,001,055,057,268
55,001,055,059,29
55,001,055,063,13
55,001,055,073,15
55,001,055,077,240
55,001,055,079,29
55,001,055,081,106
55,001,055,097,135
55,001,055,107,3
55,001,055,111,921
55,001,055,133,36
55,001,055,137,110
55,001,055,139,12
55,001,055,141,789
55,003,055,003,"4,077"
55,003,055,007,512
55,003,055,031,31
55,003,055,051,26
55,003,055,085,1
55,003,055,099,516
55,003,055,113,49
55,003,055,125,62
55,003,055,141,11
55,005,055,003,15
55,005,055,005,"14,196"
55,005,055,013,58
55,005,055,017,377
55,005,055,025,5
55,005,055,031,15
55,005,055,033,195
55,005,055,035,356
55,005,055,063,19
55,005,055,095,655
55,005,055,107,192
55,005,055,109,147
55,005,055,111,8
55,005,055,113,40
55,005,055,129,551
55,007,055,003,"1,580"
55,007,055,007,"2,481"
55,007,055,031,309
55,007,055,099,7
55,007,055,113,240
55,007,055,129,19
55,009,055,009,"92,887"
55,009,055,015,557
55,009,055,025,86
55,009,055,029,307
55,009,055,039,35
55,009,055,059,28
55,009,055,061,"1,424"
55,009,055,071,947
55,009,055,073,29
55,009,055,075,229
55,009,055,079,167
55,009,055,083,441
55,009,055,087,"3,957"
55,009,055,115,375
55,009,055,117,247
55,009,055,131,35
55,009,055,133,23
55,009,055,135,55
55,009,055,139,"1,051"
55,011,055,011,"1,922"
55,011,055,017,22
55,011,055,033,61
55,011,055,035,516
55,011,055,063,68
55,011,055,073,4
55,011,055,081,7
55,011,055,091,197
55,011,055,093,30
55,011,055,109,27
55,011,055,121,657
55,013,055,005,94
55,013,055,013,"3,143"
55,013,055,031,8
55,013,055,095,476
55,013,055,109,23
55,013,055,113,46
55,013,055,129,386
55,015,055,009,"1,126"
55,015,055,015,"6,290"
55,015,055,025,17
55,015,055,027,13
55,015,055,039,421
55,015,055,071,815
55,015,055,079,85
55,015,055,087,"7,489"
55,015,055,089,10
55,015,055,101,32
55,015,055,117,670
55,015,055,131,13
55,015,055,133,83
55,015,055,135,86
55,015,055,139,"4,332"
55,017,055,003,56
55,017,055,005,340
55,017,055,011,17
55,017,055,017,"13,938"
55,017,055,019,421
55,017,055,025,16
55,017,055,033,683
55,017,055,035,"7,603"
55,017,055,063,33
55,017,055,069,36
55,017,055,073,27
55,017,055,079,10
55,017,055,093,40
55,017,055,095,17
55,017,055,107,217
55,017,055,109,55
55,017,055,113,35
55,017,055,119,98
55,017,055,121,31
55,017,055,129,20
55,017,055,133,7
55,017,055,141,8
55,019,055,005,21
55,019,055,009,7
55,019,055,017,401
55,019,055,019,"6,692"
55,019,055,025,14
55,019,055,033,37
55,019,055,035,213
55,019,055,053,283
55,019,055,063,9
55,019,055,069,9
55,019,055,073,"1,271"
55,019,055,079,2
55,019,055,081,12
55,019,055,097,57
55,019,055,107,8
55,019,055,111,8
55,019,055,117,6
55,019,055,119,584
55,019,055,121,35
55,019,055,123,17
55,019,055,141,"1,649"
55,021,055,001,37
55,021,055,021,"10,638"
55,021,055,025,"8,704"
55,021,055,027,"1,002"
55,021,055,039,49
55,021,055,043,21
55,021,055,047,48
55,021,055,049,24
55,021,055,053,16
55,021,055,055,152
55,021,055,057,60
55,021,055,077,244
55,021,055,079,49
55,021,055,081,41
55,021,055,089,24
55,021,055,111,"2,024"
55,021,055,127,19
55,021,055,131,27
55,021,055,133,46
55,021,055,139,6
55,021,055,141,20
55,023,055,023,"4,021"
55,023,055,025,33
55,023,055,043,653
55,023,055,049,23
55,023,055,063,176
55,023,055,067,8
55,023,055,079,6
55,023,055,081,31
55,023,055,103,120
55,023,055,111,9
55,023,055,123,485
55,023,055,133,9
55,025,055,001,55
55,025,055,009,90
55,025,055,017,32
55,025,055,021,"1,429"
55,025,055,023,64
55,025,055,025,"186,650"
55,025,055,027,527
55,025,055,035,25
55,025,055,039,104
55,025,055,043,114
55,025,055,045,623
55,025,055,047,104
55,025,055,049,633
55,025,055,055,"1,251"
55,025,055,057,29
55,025,055,063,111
55,025,055,065,24
55,025,055,073,42
55,025,055,077,35
55,025,055,079,719
55,025,055,087,67
55,025,055,089,32
55,025,055,101,49
55,025,055,103,21
55,025,055,105,"1,569"
55,025,055,111,"1,461"
55,025,055,117,51
55,025,055,119,9
55,025,055,121,24
55,025,055,127,438
55,025,055,131,86
55,025,055,133,807
55,025,055,139,150
55,025,055,141,75
55,027,055,009,17
55,027,055,021,"1,060"
55,027,055,025,"1,814"
55,027,055,027,"18,869"
55,027,055,039,"1,798"
55,027,055,047,56
55,027,055,055,"3,370"
